numero_lot ; id_client ; nom_produit ; quantite ; date_transaction ; montant
1270;CL5391000;Produit74;64;2023-10-03;434.2331661023645
1271;CL40621000;Produit55;26;2023-08-29;963.438069830819
1272;CL38881000;Produit62;64;2024-03-03;417.824866790202
1273;CL69061000;Produit61;91;2024-05-15;707.27391548283
1274;CL65121000;Produit9;63;2024-01-30;346.6163973666553
1275;CL36911000;Produit56;11;2024-05-10;153.60395269356786
1276;CL44101000;Produit32;42;2023-06-25;700.7216011754133
1277;CL82841000;Produit37;99;2023-10-25;258.2964276419218
1278;CL2951000;Produit32;60;2023-07-04;341.639895426665
1279;CL39671000;Produit69;28;2024-01-02;124.74261198836797
1280;CL76841000;Produit36;32;2024-01-24;618.9914454595599
1281;CL48421000;Produit18;36;2023-08-08;419.6689566461999
1282;CL68961000;Produit75;81;2023-08-27;613.2235607728363
1283;CL26521000;Produit71;2;2023-11-30;281.73536315686573
1284;CL71731000;Produit81;78;2023-10-06;603.5984265864809
1285;CL14301000;Produit28;47;2024-05-06;981.5627676251986
1286;CL78351000;Produit97;65;2024-03-10;564.2622949854411
1287;CL24931000;Produit15;73;2024-01-06;880.4478491842964
1288;CL57761000;Produit87;9;2024-04-16;339.5706876112922
1289;CL71481000;Produit78;92;2024-04-02;275.70261427808
1290;CL26681000;Produit3;68;2024-01-15;450.00508427312155
1291;CL68231000;Produit85;36;2023-06-10;114.97231393746823
1292;CL26001000;Produit78;4;2024-02-14;970.2770157816823
1293;CL28751000;Produit95;97;2023-09-25;491.8637713470763
1294;CL46621000;Produit5;93;2023-11-27;478.7896302418679
1295;CL77931000;Produit45;70;2023-08-18;10.238119347780088
1296;CL76671000;Produit85;8;2023-07-28;696.1405405953003
1297;CL72251000;Produit28;65;2023-08-09;709.2292865958349
1298;CL27921000;Produit86;39;2024-01-13;577.3297650210214
1299;CL65481000;Produit57;84;2023-07-24;92.73165547879947
1300;CL82401000;Produit67;72;2024-02-15;216.71980483808153
1301;CL56351000;Produit38;82;2023-09-08;543.2156863705721
1302;CL36591000;Produit55;22;2024-04-05;834.423413275043
1303;CL68121000;Produit23;29;2023-08-11;955.3790155627021
1304;CL36251000;Produit18;99;2023-08-04;751.9151272295373
1305;CL6841000;Produit95;24;2024-05-01;60.59190726059717
1306;CL82911000;Produit43;3;2023-08-18;31.430896488870445
1307;CL49661000;Produit38;49;2023-07-28;651.2664327222361
1308;CL21301000;Produit79;50;2023-11-28;187.6955469843835
1309;CL7531000;Produit20;84;2023-10-04;148.24618636177865
1310;CL47781000;Produit35;40;2024-05-20;520.1683314370766
1311;CL67771000;Produit40;67;2024-01-14;774.8100186187603
1312;CL3611000;Produit2;98;2023-08-19;944.1935218026052
1313;CL8041000;Produit59;42;2023-06-22;653.7965753250411
1314;CL34971000;Produit46;54;2023-11-19;538.9686369155148
1315;CL26131000;Produit64;72;2024-02-15;588.2336760804359
1316;CL29411000;Produit97;53;2023-12-03;819.2780353486924
1317;CL1261000;Produit9;4;2024-04-19;949.3957761977231
1318;CL82471000;Produit96;13;2023-07-28;745.5819914481613
1319;CL89911000;Produit56;18;2023-12-30;75.77521681064133
1320;CL5041000;Produit85;53;2023-08-25;748.7928613214829
1321;CL14281000;Produit59;58;2024-03-08;393.5474598995231
1322;CL44401000;Produit10;57;2023-08-08;11.320663099545648
1323;CL23481000;Produit78;75;2024-01-19;927.9132526982936
1324;CL15011000;Produit14;35;2023-10-06;475.5357532961407
1325;CL72441000;Produit52;4;2023-12-17;219.53030118877118
1326;CL79531000;Produit86;16;2024-04-01;404.3975561241459
1327;CL16661000;Produit45;12;2023-10-16;43.09339559779558
1328;CL86271000;Produit89;24;2024-01-31;152.75470415924102
1329;CL1421000;Produit91;4;2023-12-27;893.1185322978655
1330;CL42871000;Produit86;37;2023-06-13;631.7654024827882
1331;CL89151000;Produit88;42;2023-08-08;314.9298221937837
1332;CL68651000;Produit55;87;2023-08-07;764.4522293560076
1333;CL25081000;Produit76;94;2023-10-31;646.6909896275954
1334;CL27801000;Produit85;88;2024-05-22;297.93353164496966
1335;CL5301000;Produit8;65;2023-11-16;438.66949152857023
1336;CL54321000;Produit38;12;2023-08-29;894.1137879800208
1337;CL48181000;Produit59;74;2023-09-02;31.538652607796884
1338;CL17291000;Produit87;96;2023-08-11;826.2215943272641
1339;CL36441000;Produit93;64;2023-12-02;881.82879409132
1340;CL1491000;Produit46;92;2023-12-16;35.61554973252342
1341;CL37271000;Produit58;94;2024-04-30;965.2087418556134
1342;CL52051000;Produit31;73;2023-10-25;482.70427360931956
1343;CL58491000;Produit88;27;2023-08-25;810.3482431006737
1344;CL14281000;Produit20;56;2023-11-06;705.0182392415492
1345;CL56431000;Produit78;18;2023-06-04;446.0665413191028
1346;CL4221000;Produit51;88;2023-11-09;55.70865733220542
1347;CL78421000;Produit53;18;2024-04-12;223.35855979820883
1348;CL89991000;Produit53;58;2023-07-02;599.7164439713144
1349;CL5761000;Produit37;23;2023-08-07;52.908984417795764
1350;CL49961000;Produit13;19;2023-09-06;994.1459934851785
1351;CL4171000;Produit21;60;2024-03-03;466.7126009194847
1352;CL74381000;Produit18;96;2024-03-20;771.9903050156507
1353;CL66741000;Produit71;85;2023-08-22;373.43224409132307
1354;CL1851000;Produit26;50;2024-05-28;76.19156286181223
1355;CL4041000;Produit35;30;2023-08-13;797.8100069779468
1356;CL64611000;Produit32;18;2024-05-28;507.39390572484245
1357;CL89031000;Produit43;70;2024-02-21;831.6337803685238
1358;CL59961000;Produit1;3;2024-01-01;605.8716935562059
1359;CL11381000;Produit14;5;2023-06-22;941.9274421592644
1360;CL51771000;Produit0;71;2023-06-11;344.6166372988011
1361;CL481000;Produit62;45;2023-07-03;820.8216276701212
1362;CL78341000;Produit8;88;2023-08-23;418.9743887112707
1363;CL54771000;Produit55;80;2023-07-09;13.26512447823124
1364;CL1001000;Produit63;16;2023-08-28;372.46737325683216
1365;CL29181000;Produit73;36;2024-03-28;555.8079347356612
1366;CL81081000;Produit72;60;2024-05-16;411.3693915373536
1367;CL76791000;Produit94;44;2024-04-23;72.23092303046647
1368;CL3891000;Produit93;89;2023-07-08;191.45708991206035
1369;CL49741000;Produit78;71;2023-07-18;925.080507658091
1370;CL63011000;Produit16;55;2023-06-09;942.306820539478
1371;CL29101000;Produit8;31;2023-06-29;734.1063621380862
1372;CL82731000;Produit73;26;2023-12-09;532.0946160309098
1373;CL82071000;Produit3;35;2023-09-20;851.2752920085063
1374;CL21531000;Produit97;39;2023-12-20;452.5576456695702
1375;CL5291000;Produit13;95;2024-04-12;713.174582215961
1376;CL29981000;Produit85;69;2023-09-17;219.46140483794758
1377;CL27281000;Produit76;100;2024-02-07;136.11490926875052
1378;CL14951000;Produit81;84;2024-03-19;792.3672079382336
1379;CL59131000;Produit2;76;2023-07-22;20.637956169917203
1380;CL8671000;Produit5;75;2023-06-06;713.8943151430711
1381;CL13471000;Produit31;40;2023-10-31;824.1320605457639
1382;CL561000;Produit11;93;2024-04-24;637.112498056526
1383;CL87931000;Produit79;14;2024-01-31;944.2140200302076
1384;CL14101000;Produit47;7;2023-06-18;580.6825341874254
1385;CL57081000;Produit49;79;2024-05-10;367.96409864986043
1386;CL82711000;Produit76;25;2023-07-09;189.2867889418587
1387;CL31431000;Produit65;49;2024-05-23;292.1711868599653
1388;CL43341000;Produit83;3;2024-01-09;767.5723880542312
1389;CL86831000;Produit41;14;2023-10-05;166.78367794041858
1390;CL7671000;Produit46;56;2023-12-30;603.9797659163892
1391;CL3691000;Produit91;11;2024-04-30;174.75143591391395
1392;CL4381000;Produit39;81;2023-11-20;987.5757902426861
1393;CL49911000;Produit91;68;2024-03-01;518.5228637765971
1394;CL60091000;Produit35;8;2023-11-04;811.3787268273772
1395;CL63941000;Produit43;50;2023-10-11;231.4248456676415
1396;CL68251000;Produit18;44;2023-10-07;276.09127404079186
1397;CL8011000;Produit69;80;2024-04-29;825.9516908099823
1398;CL1161000;Produit82;41;2023-06-06;373.9868648962616
1399;CL70911000;Produit28;100;2023-12-02;373.23195965933564
1400;CL73121000;Produit16;5;2024-02-11;135.6728869401245
1401;CL68721000;Produit4;22;2023-06-28;756.3896751246384
1402;CL84201000;Produit99;90;2024-05-26;798.236123068659
1403;CL32911000;Produit4;18;2023-09-03;215.59257604815068
1404;CL61921000;Produit55;48;2024-05-19;58.921002161161546
1405;CL27671000;Produit34;22;2023-11-09;994.8573179465708
1406;CL11241000;Produit89;62;2023-11-12;899.9681457548234
1407;CL13921000;Produit55;43;2023-12-27;698.3950220983819
1408;CL72141000;Produit22;37;2023-10-19;349.9199103416168
1409;CL55531000;Produit56;1;2023-12-21;560.8172420040672
1410;CL80681000;Produit45;5;2024-03-22;440.86323300456246
1411;CL431000;Produit1;66;2023-09-22;876.9287117543994
1412;CL44731000;Produit8;67;2023-06-23;907.4113097886856
1413;CL71581000;Produit72;92;2023-07-17;189.30814816705606
1414;CL22211000;Produit99;17;2024-05-22;908.3179211847236
1415;CL21931000;Produit2;80;2023-09-27;889.2823687253152
1416;CL86681000;Produit96;32;2023-08-14;48.468288834567645
1417;CL45401000;Produit74;95;2023-08-19;488.2421021402288
1418;CL37601000;Produit79;49;2023-09-25;224.5037751697169
1419;CL39491000;Produit31;24;2023-12-03;373.20404828427763
1420;CL73461000;Produit65;100;2023-12-22;89.82375890219429
1421;CL14161000;Produit34;51;2023-12-13;754.9147081824228
1422;CL3551000;Produit45;26;2024-01-08;531.3850534391443
1423;CL59681000;Produit81;29;2024-03-02;308.10451519181976
1424;CL80491000;Produit94;7;2024-05-09;425.2078522413686
1425;CL21711000;Produit99;22;2024-04-30;66.36966449346997
1426;CL63001000;Produit36;25;2023-07-23;857.3303911982572
1427;CL41861000;Produit35;80;2023-10-29;155.88317860538552
1428;CL26241000;Produit93;84;2024-04-20;271.06299279135544
1429;CL36221000;Produit75;7;2024-01-19;310.1632411854549
1430;CL39091000;Produit20;27;2023-06-06;697.6233606708948
1431;CL83981000;Produit47;44;2023-06-26;567.5669457271601
1432;CL75451000;Produit15;28;2024-04-19;529.8310284505019
1433;CL77981000;Produit80;38;2023-09-21;304.291438792872
1434;CL46791000;Produit27;7;2024-03-15;315.6594791725163
1435;CL59861000;Produit21;21;2023-08-02;561.3749542165635
1436;CL27691000;Produit97;32;2024-03-07;199.64605823981267
1437;CL15531000;Produit64;43;2024-05-09;567.571394595504
1438;CL45361000;Produit6;35;2023-08-12;363.91182328958934
1439;CL85251000;Produit1;51;2023-07-17;121.7576985236351
1440;CL9551000;Produit15;59;2024-03-14;711.7171266045158
1441;CL40471000;Produit59;11;2024-03-04;744.6108791519782
1442;CL5181000;Produit59;70;2024-03-10;13.855258172971787
1443;CL30811000;Produit59;41;2024-01-14;468.20766579792615
1444;CL74171000;Produit59;94;2023-07-09;121.94910549301896
1445;CL57231000;Produit8;1;2023-07-05;802.6534748306847
1446;CL49931000;Produit97;25;2024-01-25;851.9586195869429
1447;CL50871000;Produit25;10;2023-06-01;137.19801531986178
1448;CL18281000;Produit89;17;2023-09-06;981.4260578761705
1449;CL26811000;Produit62;73;2024-01-17;41.05452360910563
1450;CL22851000;Produit65;2;2024-03-08;774.5872942775242
1451;CL22781000;Produit34;71;2024-05-10;660.4804233719337
1452;CL16161000;Produit27;80;2024-04-22;681.2701624154264
1453;CL32701000;Produit61;19;2024-04-09;917.9215176056845
1454;CL86951000;Produit85;5;2024-03-10;68.20305307256382
1455;CL24291000;Produit15;27;2024-04-30;618.1572640336814
1456;CL7941000;Produit16;19;2024-04-22;891.0901994575121
1457;CL51641000;Produit73;13;2023-06-28;382.5448200798671
1458;CL50601000;Produit75;40;2023-12-29;212.60545640752642
1459;CL67731000;Produit41;19;2024-02-26;885.4423523554261
1460;CL66891000;Produit60;2;2024-04-24;46.747509050110324
1461;CL48511000;Produit4;3;2023-09-12;686.649016027403
1462;CL2771000;Produit45;79;2023-06-26;224.12958517214688
1463;CL49681000;Produit19;84;2023-09-01;657.8343943871326
1464;CL86651000;Produit5;71;2024-05-19;852.4936716563518
1465;CL17371000;Produit75;74;2023-06-24;492.2113869491655
1466;CL77661000;Produit85;32;2023-10-25;422.69637737107126
1467;CL58691000;Produit38;37;2024-05-29;640.5511518098275
1468;CL66751000;Produit10;99;2023-11-15;204.67219408791914
1469;CL84761000;Produit77;74;2024-04-27;818.6239459185742
1470;CL66111000;Produit5;8;2023-07-23;451.40777756782563
1471;CL27781000;Produit27;71;2024-01-06;104.50656741752275
1472;CL43831000;Produit47;94;2023-09-03;109.12824267406764
1473;CL58991000;Produit53;56;2024-03-22;787.3171799271128
1474;CL89471000;Produit95;41;2024-04-05;459.9854991420778
1475;CL79451000;Produit55;59;2024-05-19;112.8626533976687
1476;CL7401000;Produit45;20;2023-07-08;922.2342120831538
1477;CL41451000;Produit22;37;2023-06-29;847.6171856580282
1478;CL12701000;Produit24;55;2023-09-03;403.77249797801323
1479;CL3331000;Produit73;76;2023-09-05;179.24729995386667
1480;CL36831000;Produit69;9;2023-08-28;686.0143564713534
1481;CL87311000;Produit32;73;2023-12-16;973.5761142421106
1482;CL49431000;Produit19;32;2023-12-06;818.2488293582069
1483;CL87071000;Produit46;63;2023-10-03;911.1027872072162
1484;CL71201000;Produit36;47;2023-10-27;731.2412000940828
1485;CL15181000;Produit79;50;2023-07-25;967.7934199083135
1486;CL71061000;Produit71;69;2023-10-19;595.0580977675137
1487;CL83781000;Produit10;13;2024-02-09;829.3153034061827
1488;CL8411000;Produit54;39;2023-10-18;158.57715476648912
1489;CL56501000;Produit66;43;2023-07-02;294.8387834452704
1490;CL56631000;Produit3;99;2023-08-21;829.398318426428
1491;CL51311000;Produit22;69;2024-02-20;538.2736003294301
1492;CL59171000;Produit74;32;2024-04-22;766.8485898753883
1493;CL80501000;Produit80;10;2023-11-29;343.79080892120356
1494;CL37821000;Produit19;43;2023-07-29;320.3010700828052
1495;CL65141000;Produit39;9;2024-03-20;768.8156129633625
1496;CL57421000;Produit79;8;2023-11-18;879.3657894187363
1497;CL32981000;Produit25;59;2023-09-28;16.6226985061348
1498;CL34101000;Produit12;31;2023-08-06;844.8049915953403
1499;CL69871000;Produit88;8;2023-06-21;540.1449925116552
1500;CL57521000;Produit95;42;2023-07-24;613.8406275064591
1501;CL7361000;Produit56;75;2024-04-28;506.6959743383479
1502;CL81351000;Produit78;55;2023-08-19;194.32477151000847
1503;CL71591000;Produit35;79;2023-12-15;465.73473975271196
1504;CL48731000;Produit95;79;2023-07-11;188.905638078817
1505;CL45561000;Produit57;26;2023-11-20;49.46374010640424
1506;CL15091000;Produit0;89;2023-06-26;516.6240035456897
1507;CL80931000;Produit99;45;2024-03-08;992.4836008661005
1508;CL3041000;Produit91;90;2024-03-31;310.5008794114111
1509;CL20491000;Produit11;70;2024-02-02;915.6410773746055
1510;CL25231000;Produit41;46;2023-06-16;749.720679070063
1511;CL2901000;Produit33;70;2023-12-30;661.9510953813666
1512;CL12151000;Produit0;96;2024-03-01;634.4721250431916
1513;CL1141000;Produit77;79;2023-11-12;675.5653289484525
1514;CL38201000;Produit32;60;2023-09-03;584.7855802084631
1515;CL52421000;Produit18;98;2024-02-16;767.3702840513425
1516;CL23941000;Produit97;9;2023-09-08;137.61176204802064
1517;CL3981000;Produit76;62;2024-03-10;742.2493116429982
1518;CL80781000;Produit34;2;2023-10-03;663.6400384633946
1519;CL75891000;Produit38;36;2024-02-05;150.32267957529527
1520;CL45421000;Produit72;9;2024-05-14;268.075531535777
1521;CL21651000;Produit14;30;2024-03-11;789.7219701049587
1522;CL9351000;Produit89;92;2024-04-03;972.8157276950852
1523;CL84521000;Produit93;60;2023-10-30;496.45819111051617
1524;CL42261000;Produit72;5;2024-04-14;957.6217215975255
1525;CL14661000;Produit82;47;2023-09-30;392.6553873548061
1526;CL23911000;Produit47;53;2023-10-19;410.3098959337354
1527;CL52581000;Produit52;33;2023-10-24;740.4531254385248
1528;CL69301000;Produit21;81;2024-02-11;562.4454457212963
1529;CL4231000;Produit37;18;2023-06-20;152.9934770724257
1530;CL2341000;Produit6;7;2023-10-17;123.15131476760733
1531;CL76281000;Produit47;96;2023-10-01;446.5224301960158
1532;CL22241000;Produit8;100;2023-10-17;196.5194607870615
1533;CL47331000;Produit42;78;2024-02-07;489.3278233507533
1534;CL44671000;Produit96;83;2024-05-20;553.6878048517922
1535;CL50181000;Produit3;95;2023-06-10;862.2380856722252
1536;CL13291000;Produit54;23;2024-02-19;431.30434731502305
1537;CL36181000;Produit40;63;2023-10-03;535.1068044696735
1538;CL43381000;Produit10;51;2023-09-29;750.1128260235026
1539;CL81881000;Produit4;40;2023-12-07;620.1533444925948
1540;CL17431000;Produit49;22;2023-10-18;588.4540235785557
1541;CL46891000;Produit74;58;2024-05-16;242.419409790634
1542;CL5441000;Produit0;74;2024-02-16;972.1691034994512
1543;CL17421000;Produit10;97;2024-04-06;93.79322392600818
1544;CL44021000;Produit12;34;2023-06-04;527.7192057514302
1545;CL21901000;Produit1;63;2024-02-27;869.06166965081
1546;CL31261000;Produit22;12;2024-01-22;706.1995913769782
1547;CL49011000;Produit51;46;2023-08-18;741.9446834834544
1548;CL9101000;Produit41;82;2024-04-01;540.6400389668736
1549;CL53041000;Produit7;16;2023-08-23;357.87226702536645
1550;CL55701000;Produit99;5;2023-08-20;624.7607969925979
1551;CL15201000;Produit66;26;2023-06-25;517.8654626977132
1552;CL1451000;Produit65;43;2024-04-07;661.8199450579992
1553;CL61000;Produit60;96;2024-01-06;598.9169438062903
1554;CL55951000;Produit84;90;2023-10-05;374.87104717403633
1555;CL6811000;Produit20;35;2024-05-14;18.028418708591094
1556;CL80741000;Produit61;49;2023-09-24;563.5869124928153
1557;CL69941000;Produit83;94;2023-11-23;37.004372427984634
1558;CL80321000;Produit60;67;2023-12-17;685.6363012509057
1559;CL80181000;Produit73;5;2024-05-09;958.3292018945943
1560;CL58441000;Produit14;72;2024-02-25;156.67422235446094
1561;CL47941000;Produit16;91;2023-06-07;899.2338969325943
1562;CL68221000;Produit36;56;2023-07-02;830.478310821883
1563;CL20571000;Produit78;32;2024-04-02;764.3075880489673
1564;CL68811000;Produit68;72;2024-03-17;69.19139210703243
1565;CL54671000;Produit86;4;2023-06-27;639.8040470922273
1566;CL55831000;Produit11;12;2023-06-17;261.48492705510034
1567;CL35721000;Produit7;28;2024-02-21;195.86878329237106
1568;CL27041000;Produit61;58;2023-06-26;318.60741000409286
1569;CL76051000;Produit81;2;2023-10-25;622.1533583809571
1570;CL47001000;Produit46;77;2024-04-21;913.5100889626315
1571;CL43341000;Produit85;91;2024-05-05;446.23888080539814
1572;CL76641000;Produit18;58;2023-06-04;666.7320240756919
1573;CL3141000;Produit24;64;2024-05-23;121.65861770457856
1574;CL14531000;Produit84;76;2024-04-30;883.5701924503336
1575;CL14331000;Produit28;39;2024-03-22;759.4490403983247
1576;CL62911000;Produit31;63;2024-03-21;525.7565866188423
1577;CL61671000;Produit23;62;2023-06-24;905.5828404853067
1578;CL67081000;Produit49;42;2023-11-03;626.8169724135771
1579;CL35471000;Produit61;42;2024-05-04;480.51647299899287
1580;CL6601000;Produit30;86;2024-05-02;654.3052722394706
1581;CL24661000;Produit84;81;2023-09-01;220.74438721692766
1582;CL39181000;Produit77;96;2023-10-03;573.9110701944918
1583;CL86341000;Produit3;77;2023-08-28;187.67527533957775
1584;CL37701000;Produit46;32;2023-11-06;476.14818668060207
1585;CL87471000;Produit49;80;2024-03-13;943.4707091080697
1586;CL21551000;Produit89;16;2024-04-12;685.9782337929643
1587;CL21441000;Produit96;25;2023-06-06;996.5086407601726
1588;CL74681000;Produit99;44;2023-08-06;300.74172042774046
1589;CL13081000;Produit74;39;2024-01-05;110.80401898457737
1590;CL4651000;Produit63;51;2024-03-30;112.50032489474789
1591;CL18401000;Produit79;26;2023-09-20;461.6444063937667
1592;CL39711000;Produit7;79;2024-04-17;594.0877378005918
1593;CL3061000;Produit34;59;2023-10-22;336.6435592451196
1594;CL11021000;Produit93;78;2023-08-14;184.4749966516542
1595;CL31601000;Produit42;72;2024-04-22;502.7987718742262
1596;CL17721000;Produit8;20;2024-02-25;140.54174040756044
1597;CL33861000;Produit45;75;2023-09-07;971.5380180562086
1598;CL82121000;Produit81;26;2024-03-06;819.9736998556639
1599;CL18541000;Produit8;65;2023-10-02;228.38876792866458
1600;CL40201000;Produit36;97;2023-09-17;761.1512394902015
1601;CL13411000;Produit42;39;2024-01-07;920.1835328530152
1602;CL73941000;Produit60;60;2023-11-13;521.8341944486781
1603;CL42751000;Produit95;70;2024-02-22;841.6822074614519
1604;CL21791000;Produit55;72;2023-06-17;491.86974589644
1605;CL8051000;Produit97;32;2024-02-28;636.3371002554865
1606;CL70261000;Produit18;98;2023-09-30;147.64449921411776
1607;CL28681000;Produit2;86;2024-05-25;21.51395969245064
1608;CL26261000;Produit93;16;2024-05-19;755.5669443886167
1609;CL63901000;Produit36;15;2023-11-07;220.8221279717658
1610;CL21341000;Produit79;93;2023-10-01;230.40701854136404
1611;CL55881000;Produit35;70;2024-02-09;241.97080677461403
1612;CL70611000;Produit69;14;2024-03-13;755.1457880521348
1613;CL13741000;Produit45;63;2024-04-13;294.58159428745387
1614;CL57231000;Produit62;49;2023-10-25;524.3169934609982
1615;CL52191000;Produit64;11;2024-04-06;443.132765674641
1616;CL56501000;Produit35;56;2024-01-14;91.2766458800164
1617;CL87901000;Produit76;55;2024-02-29;625.3270519044008
1618;CL40791000;Produit40;72;2024-04-05;233.94614813475394
1619;CL75631000;Produit16;52;2023-11-01;97.95630566410017
1620;CL64881000;Produit15;50;2023-09-17;267.2739596439535
1621;CL8231000;Produit20;26;2023-09-24;923.2348224069705
1622;CL58991000;Produit8;84;2023-09-30;626.7933930789575
1623;CL72621000;Produit10;83;2024-03-02;248.69613379526615
1624;CL52891000;Produit11;77;2023-08-30;145.46580100342496
1625;CL51111000;Produit82;1;2023-06-29;178.35870440695655
1626;CL32341000;Produit23;57;2024-04-01;708.6456752671647
1627;CL55461000;Produit23;28;2023-10-04;859.8844870867758
1628;CL85061000;Produit0;39;2024-04-07;754.0462526777146
1629;CL58501000;Produit51;13;2023-10-15;39.956833540659346
1630;CL63441000;Produit40;25;2024-03-28;858.4879290372884
1631;CL81661000;Produit30;85;2023-11-25;533.8232440183834
1632;CL71271000;Produit74;63;2023-10-02;820.8510836388479
1633;CL37301000;Produit44;2;2023-06-08;475.7727772654831
1634;CL3721000;Produit0;9;2023-06-14;664.8079661440869
1635;CL18041000;Produit50;97;2024-04-15;288.7914481150936
1636;CL61761000;Produit75;10;2023-08-01;770.7612997984588
1637;CL20961000;Produit36;31;2024-02-07;607.4650139633582
1638;CL21191000;Produit77;1;2024-03-23;618.0623054283569
1639;CL43171000;Produit77;21;2023-09-24;679.7319143101267
1640;CL48631000;Produit60;99;2024-04-29;76.5149402832393
1641;CL24251000;Produit75;21;2024-01-12;46.845563589758825
1642;CL921000;Produit58;88;2024-01-27;724.8013055126039
1643;CL86401000;Produit74;62;2023-09-24;646.0535613861892
1644;CL37111000;Produit77;65;2023-06-05;488.59676963632654
1645;CL33391000;Produit60;44;2024-05-09;606.3683108482016
1646;CL31671000;Produit91;15;2024-01-01;827.4967047051592
1647;CL62431000;Produit90;90;2023-10-02;671.3711286269155
1648;CL55751000;Produit83;76;2023-09-15;948.5757507760081
1649;CL39421000;Produit6;3;2024-02-07;276.3986918586335
1650;CL69671000;Produit88;30;2023-08-23;910.4726022688963
1651;CL16171000;Produit29;67;2023-09-20;945.5029243966841
1652;CL21821000;Produit4;76;2023-08-31;781.7747947871826
1653;CL18761000;Produit13;31;2024-05-07;351.20148315020873
1654;CL53881000;Produit10;22;2023-12-24;686.510101855276
1655;CL84751000;Produit85;44;2023-10-21;889.857032242996
1656;CL84941000;Produit99;14;2023-09-23;239.48298188573935
1657;CL84571000;Produit73;36;2023-06-02;675.299531371175
1658;CL21141000;Produit95;58;2024-05-02;350.6790103670904
1659;CL87201000;Produit8;36;2023-10-03;143.45950365095985
1660;CL48731000;Produit23;2;2023-09-11;618.0590476958276
1661;CL24521000;Produit71;25;2024-04-24;521.8859602449318
1662;CL51961000;Produit45;37;2023-06-23;637.7442818769641
1663;CL38061000;Produit77;42;2024-05-26;628.3143039962083
1664;CL9511000;Produit80;24;2023-10-18;622.2263270498016
1665;CL10771000;Produit26;92;2023-07-04;155.31418329255655
1666;CL26741000;Produit29;99;2023-08-01;127.10273584594178
1667;CL17271000;Produit41;24;2023-07-21;759.5317596925523
1668;CL10231000;Produit80;15;2023-10-15;962.623012783099
1669;CL84051000;Produit78;87;2023-10-20;760.3439661925108
1670;CL58771000;Produit98;46;2023-09-20;14.625368525176548
1671;CL8531000;Produit65;76;2024-02-24;787.723948342088
1672;CL31541000;Produit97;86;2023-07-27;43.24765222075904
1673;CL51221000;Produit21;50;2024-01-22;421.78931132493574
1674;CL84061000;Produit58;33;2024-02-11;824.0128471612367
1675;CL1031000;Produit65;26;2023-10-15;688.5373214540947
1676;CL33641000;Produit36;30;2024-02-02;882.828224982269
1677;CL26251000;Produit22;39;2023-11-06;19.49229089466732
1678;CL24361000;Produit19;37;2023-11-26;861.3170742913859
1679;CL88271000;Produit37;93;2023-08-13;616.8796159492117
1680;CL9631000;Produit18;66;2024-01-09;665.3452205561204
1681;CL80831000;Produit51;61;2024-04-06;915.1396303032911
1682;CL8911000;Produit70;68;2023-09-06;455.1385145379746
1683;CL33701000;Produit91;87;2023-12-17;811.3951345277895
1684;CL13181000;Produit31;40;2023-06-24;498.95149932473464
1685;CL64011000;Produit52;94;2023-10-23;99.34253566470267
1686;CL7421000;Produit98;25;2024-01-20;951.6797229954691
1687;CL34071000;Produit25;17;2023-09-29;388.0535916148698
1688;CL26801000;Produit55;46;2023-10-15;639.3589642728173
1689;CL9601000;Produit6;62;2024-02-08;719.617402635438
1690;CL28461000;Produit68;75;2024-03-16;668.3172078632973
1691;CL61131000;Produit85;76;2023-07-10;820.3407771851171
1692;CL53311000;Produit78;51;2023-11-18;923.4004749460178
1693;CL4151000;Produit70;23;2023-10-05;192.43414809336412
1694;CL78971000;Produit31;11;2024-03-14;861.6489525344595
1695;CL71011000;Produit96;79;2024-04-11;367.4742853192092
1696;CL13181000;Produit78;95;2024-03-09;550.9259297274339
1697;CL3321000;Produit42;23;2023-10-28;335.3407092536665
1698;CL72771000;Produit76;77;2024-01-20;666.0825369968447
1699;CL48611000;Produit93;91;2023-10-06;471.3165088931738
1700;CL71281000;Produit35;39;2023-08-10;488.456358006645
1701;CL11231000;Produit15;21;2024-03-02;208.3268745766215
1702;CL19791000;Produit85;8;2024-05-05;696.948377824747
1703;CL30691000;Produit9;35;2024-05-28;547.216652863844
1704;CL15951000;Produit71;7;2024-05-17;206.0949074540434
1705;CL42801000;Produit34;21;2024-04-02;417.0567933647
1706;CL68531000;Produit72;68;2023-06-30;107.85531565202872
1707;CL80011000;Produit53;6;2024-03-05;953.8874427372864
1708;CL59711000;Produit74;59;2024-01-21;670.0828107191151
1709;CL68961000;Produit38;4;2023-07-12;204.37936582448137
1710;CL2081000;Produit0;97;2023-11-18;935.5502616279508
1711;CL21451000;Produit24;12;2023-11-29;902.6071237504606
1712;CL74771000;Produit62;84;2024-04-02;277.08958712684534
1713;CL40371000;Produit2;82;2023-09-19;770.61735430654
1714;CL89401000;Produit73;3;2023-07-22;826.9020385278905
1715;CL40141000;Produit29;10;2023-11-28;326.53564990776306
1716;CL3451000;Produit95;68;2024-01-22;712.8403356682329
1717;CL39361000;Produit74;56;2023-06-02;327.5401580327694
1718;CL2231000;Produit51;53;2024-04-12;311.7978610828358
1719;CL53631000;Produit49;14;2023-07-09;206.74466189943368
1720;CL88081000;Produit10;57;2023-12-26;807.0089025039443
